bitcoin_price,bitcoin_price_var,bit_eth_price,bit_eth_price_var,datetime
40101.7,0.7,15.45,0.7,2021-06-15 12:04:46.737060
40101.7,0.7,15.45,0.7,2021-06-15 12:04:46.841530
40101.7,0.7,15.45,0.7,2021-06-15 12:04:46.958002
40101.7,0.7,15.45,0.7,2021-06-15 12:04:47.076466
40101.7,0.7,15.45,0.7,2021-06-15 12:04:47.163931
40101.7,0.7,15.45,0.7,2021-06-15 12:04:47.263982
40101.7,0.7,15.45,0.7,2021-06-15 12:04:47.369216
40101.7,0.7,15.45,0.7,2021-06-15 12:04:47.512539
40101.7,0.7,15.45,0.7,2021-06-15 12:04:47.652370
40101.7,0.7,15.45,0.7,2021-06-15 12:04:47.758017
40101.7,0.7,15.45,0.7,2021-06-15 12:04:47.894556
40101.7,0.7,15.45,0.7,2021-06-15 12:04:48.044539
40101.7,0.7,15.45,0.7,2021-06-15 12:04:52.624012
40019.28,2.15,15.49,2.15,2021-06-15 12:13:59.904131
40007.85,2.14,15.47,2.14,2021-06-15 12:20:43.282369
